manager,group,source_file,topic_id,bucket,category,subcategory,view,page,raw_wording,why
EFG,G1 Direct peers,EFG_outlook_2026.pdf,currencies_overall,currencies,overall,overall,,,,
EFG,G1 Direct peers,EFG_outlook_2026.pdf,currencies_usd,currencies,currency,usd,negative,11,"In a general environment of a stable-to-weakening US dollar, the risk of currency depreciation seems contained for 2026.",The base case assumes a softer dollar.
EFG,G1 Direct peers,EFG_outlook_2026.pdf,currencies_eur,currencies,currency,eur,,,,
EFG,G1 Direct peers,EFG_outlook_2026.pdf,currencies_jpy,currencies,currency,jpy,,,,
EFG,G1 Direct peers,EFG_outlook_2026.pdf,currencies_em_fx,currencies,currency,em_fx,,,,
EFG,G1 Direct peers,EFG_outlook_2026.pdf,commodities_overall,commodities,overall,overall,,,,
EFG,G1 Direct peers,EFG_outlook_2026.pdf,commodities_gold,commodities,commodity,gold,,,,
EFG,G1 Direct peers,EFG_outlook_2026.pdf,commodities_oil,commodities,commodity,oil,,,,
EFG,G1 Direct peers,EFG_outlook_2026.pdf,commodities_industrial_metals,commodities,commodity,industrial_metals,,,,
EFG,G1 Direct peers,EFG_outlook_2026.pdf,themes_ai,themes,theme,ai,mixed,2,"Technological advancement, most notably artificial intelligence, and the significant investment required to develop the data infrastructure of the future will be central issues. Key questions will include how these investments will be financed and what the long-term benefits will be.","AI is central, but EFG explicitly frames it with financing and payoff questions."
EFG,G1 Direct peers,EFG_outlook_2026.pdf,themes_healthcare,themes,theme,healthcare,,,,
EFG,G1 Direct peers,EFG_outlook_2026.pdf,themes_energy_transition,themes,theme,energy_transition,positive,8,"The rapid adoption of new technology, notably in green energy, artificial intelligence and electrification, remains an important strength.",EFG links EM and China strength to green-energy and electrification themes.
EFG,G1 Direct peers,EFG_outlook_2026.pdf,themes_geopolitical_risk,themes,theme,geopolitical_risk,negative,16,"Continued rivalry between the US and China, the forging of new alliances and bifurcation are the key geopolitical themes we see for 2026.",Geopolitical fragmentation remains a core risk theme.
EFG,G1 Direct peers,EFG_outlook_2026.pdf,themes_defense_sovereignty,themes,theme,defense_sovereignty,,,,
EFG,G1 Direct peers,EFG_outlook_2026.pdf,themes_other,themes,theme,other,,,,
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,equities_overall,equities,overall,overall,,,,
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,equities_geography_us,equities,geography,us,negative,18,"A weaker dollar, stretched equity valuations, and earnings concentrated in a narrow set of AI-linked tech firms add to the risk of US equity underperformance. Non-US equities appear better positioned for sustained outperformance.",Lazard expects the US to lose some of its exceptionalism.
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,equities_geography_europe,equities,geography,europe,positive,12,"We expect a brighter outlook for the Eurozone economy in 2026. Low interest rates and energy prices, rising real wages, and continued fiscal expansion should support growth.","Europe benefits from easing, lower energy costs, and fiscal support."
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,equities_geography_japan,equities,geography,japan,,,,
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,equities_geography_em,equities,geography,em,positive,19,"Emerging markets are particularly appealing, and they can offer AI exposure at far lower valuations. In many cases, local currency EM debt also stands out for appreciation potential.",Lazard sees stronger value and broader opportunity in EM than in crowded US markets.
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,equities_geography_china,equities,geography,china,,,,
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,equities_size_large_cap,equities,size,large_cap,,,,
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,equities_size_small_cap,equities,size,small_cap,,,,
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,equities_style_growth,equities,style,growth,,,,
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,equities_style_value,equities,style,value,,,,
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,equities_style_quality,equities,style,quality,,,,
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,fixed_income_overall,fixed_income,overall,overall,,,,
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,fixed_income_credit_quality_investment_grade,fixed_income,credit_quality,investment_grade,,,,
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,fixed_income_credit_quality_high_yield,fixed_income,credit_quality,high_yield,,,,
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,fixed_income_duration,fixed_income,duration,overall,,,,
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,fixed_income_segment_government_bonds,fixed_income,segment,government_bonds,negative,19,"Outside the United States, debt sustainability concerns limit the appeal of many other developed market bonds.",DM sovereign bonds are capped by debt-sustainability concerns.
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,fixed_income_segment_corporate_bonds,fixed_income,segment,corporate_bonds,,,,
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,fixed_income_segment_em_debt,fixed_income,segment,em_debt,positive,19,"In many cases, local currency EM debt stands out for appreciation potential.",EM local debt is singled out as a more attractive fixed-income segment.
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,fixed_income_segment_inflation_linked,fixed_income,segment,inflation_linked,,,,
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,currencies_overall,currencies,overall,overall,,,,
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,currencies_usd,currencies,currency,usd,negative,18-19,"A weaker dollar is likely, and with global investors increasingly seeking to hedge their US dollar exposure on any US currency rally, there are also potential gains on FX in addition to share prices.",Dollar weakness is part of the non-US outperformance thesis.
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,currencies_eur,currencies,currency,eur,,,,
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,currencies_jpy,currencies,currency,jpy,,,,
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,currencies_em_fx,currencies,currency,em_fx,,,,
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,commodities_overall,commodities,overall,overall,,,,
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,commodities_gold,commodities,commodity,gold,positive,6-7,"Meaningful market concerns are hard to find with the exception of gold, which has rallied sharply. I believe uncertainty surrounding Fed independence was a meaningful contributor, with the effects likely to be most visible via the US dollar and gold in the near term.",Gold is the explicit hedge against Fed-credibility risk and dollar stress.
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,commodities_oil,commodities,commodity,oil,,,,
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,commodities_industrial_metals,commodities,commodity,industrial_metals,,,,
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,themes_ai,themes,theme,ai,mixed,7,"I am skeptical that this AI boom will be sustained through 2026. Make no mistake: AI will be revolutionary for the global economy, but the rules of economics and finance still apply.","AI is structurally important, but Lazard questions the near-term capital cycle and payoff."
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,themes_healthcare,themes,theme,healthcare,,,,
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,themes_energy_transition,themes,theme,energy_transition,,,,
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,themes_geopolitical_risk,themes,theme,geopolitical_risk,,,,
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,themes_defense_sovereignty,themes,theme,defense_sovereignty,positive,14,"Defense-Driven Growth: if higher spending is sustained and the funds are used largely for military research, development, and production of military equipment in Europe, the multiplier effects could surprise on the upside.",European defense spending is treated as a real growth and investment theme.
Lazard,G1 Direct peers,lazard_outlook_2026.pdf,themes_other,themes,theme,other,,,,
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,equities_overall,equities,overall,overall,overweight,3,"Au tournant de l’année, nous maintenons notre position surpondérée en actions. Sans resserrement monétaire de la Fed ou récession, les investisseurs ne doivent pas sous-pondérer les actions.",The house view is explicitly overweight equities.
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,equities_geography_us,equities,geography,us,,,,
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,equities_geography_europe,equities,geography,europe,positive,6,"Europe remains robust. The eurozone is expected to continue growing steadily, and rising fiscal spending, particularly in Germany, is expected to provide further tailwinds in 2026.",Europe is supported by German fiscal stimulus and improving momentum.
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,equities_geography_japan,equities,geography,japan,,,,
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,equities_geography_em,equities,geography,em,,,,
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,equities_geography_china,equities,geography,china,,,,
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,equities_size_large_cap,equities,size,large_cap,,,,
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,equities_size_small_cap,equities,size,small_cap,positive,5,"We expect market breadth to pick up again next year. This would give many sectors that have been weak due to high interest rates the potential to catch up, especially small caps.",Small caps are named as catch-up beneficiaries of broader market breadth.
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,equities_style_growth,equities,style,growth,,,,
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,equities_style_value,equities,style,value,,,,
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,equities_style_quality,equities,style,quality,,,,
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,fixed_income_overall,fixed_income,overall,overall,positive,11,"Overall, we are therefore cautiously positive about the corporate bond markets for 2026. Moderate confidence extends beyond government bonds.",Constructive on credit even while cautious on sovereigns.
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,fixed_income_credit_quality_investment_grade,fixed_income,credit_quality,investment_grade,positive,11,"Corporate bonds offer interesting returns, and more cautious investors may consider covered bonds with strong credit ratings and a yield advantage over high-quality government bonds.",Higher-quality credit is treated as attractive versus sovereign bonds.
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,fixed_income_credit_quality_high_yield,fixed_income,credit_quality,high_yield,positive,11,"The high-yield segment has seen structural improvements in terms of collateralisation and interest rate sensitivity. Here, we see selective opportunities.","High yield is supported, albeit selectively."
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,fixed_income_duration,fixed_income,duration,overall,short,10,We expect yields on ten-year German government bonds to rise moderately and yields on US Treasuries to rise somewhat more sharply. Neither German nor American government bonds are likely to generate attractive returns.,The firm is negative on duration in core sovereign markets.
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,fixed_income_segment_government_bonds,fixed_income,segment,government_bonds,negative,10,"Neither German nor American government bonds are likely to generate attractive returns. For euro investors, safe government bonds remain unattractive across the board.",Government bonds are explicitly unattractive for euro investors.
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,fixed_income_segment_corporate_bonds,fixed_income,segment,corporate_bonds,positive,11,"Overall, we are cautiously positive about the corporate bond markets for 2026. In the credit segment, temporary corrections are opportunities to selectively increase risk exposure.",Corporate credit is the preferred bond area.
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,fixed_income_segment_em_debt,fixed_income,segment,em_debt,positive,3,"In bonds, we prefer covered bonds, high-yield bonds and niche segments such as local currency bonds from frontier markets or catastrophe bonds.",The preferred bond mix includes frontier and EM-style local currency debt.
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,fixed_income_segment_inflation_linked,fixed_income,segment,inflation_linked,,,,
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,currencies_overall,currencies,overall,overall,,,,
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,currencies_usd,currencies,currency,usd,negative,13,The greenback will remain under pressure in the medium term. We therefore anticipate that the EUR/USD exchange rate will move toward the 1.20 handle in 2026.,Berenberg expects continued medium-term dollar weakness.
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,currencies_eur,currencies,currency,eur,,,,
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,currencies_jpy,currencies,currency,jpy,,,,
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,currencies_em_fx,currencies,currency,em_fx,,,,
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,commodities_overall,commodities,overall,overall,,,,
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,commodities_gold,commodities,commodity,gold,positive,12,"The precious metal is likely to remain an important component of portfolios in an environment of ongoing geopolitical uncertainty, increased inflation volatility, fiscal dominance and continued central bank purchases.",Gold remains a strategic portfolio component.
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,commodities_oil,commodities,commodity,oil,,,,
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,commodities_industrial_metals,commodities,commodity,industrial_metals,positive,12,Incremental purchases from Europe and a recovery in demand from the US are likely to lead to a growing supply deficit for copper in 2026. The same applies to aluminium.,Industrial metals are supported by tightening supply-demand balances.
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,themes_ai,themes,theme,ai,positive,3,Artificial intelligence remains a global growth driver thanks to massive capital investments in data centres and energy infrastructure.,AI remains a central structural growth theme.
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,themes_healthcare,themes,theme,healthcare,,,,
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,themes_energy_transition,themes,theme,energy_transition,positive,3,Massive investments in data centres and energy infrastructure will ensure that artificial intelligence remains a key growth driver.,Data-center and power infrastructure spending is a favored structural theme.
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,themes_geopolitical_risk,themes,theme,geopolitical_risk,,,,
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,themes_defense_sovereignty,themes,theme,defense_sovereignty,positive,6,"Fiscal stimulus will boost the German economy in 2026, with additional government spending particularly in the defence sector.",Defense spending is a core European support theme.
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,themes_other,themes,theme,other,,,,
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,equities_overall,equities,overall,overall,positive,1,"The global economy was shaken up, but there was no apparent breakage. Global growth remained slightly above 3%.",Oddo remains broadly constructive on risk assets in its central scenario.
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,equities_geography_us,equities,geography,us,positive,1,"Neither the tariff war, nor trade tensions, nor the legal and political noise brought the economy to its knees. The labor market weakened significantly, but AI spending continued to boom.",The U.S. remains resilient because AI spending offsets softer labor conditions.
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,equities_geography_europe,equities,geography,europe,mixed,2,"The modest recovery is expected to continue in 2026, based on a decline in household savings rates and an acceleration in the German economy thanks to Merz’s stimulus plan.","Europe is improving, but the view remains cautious because the recovery is still modest."
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,equities_geography_japan,equities,geography,japan,,,,
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,equities_geography_em,equities,geography,em,,,,
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,equities_geography_china,equities,geography,china,mixed,2,"The Chinese economy remains paradoxical. At the macro level, internal weaknesses are becoming more pronounced, yet in 2026 China is set to unveil a new five-year plan consolidating its ambitions for leadership.",China remains strategically ambitious but macro-fragile.
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,equities_size_large_cap,equities,size,large_cap,,,,
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,equities_size_small_cap,equities,size,small_cap,,,,
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,equities_style_growth,equities,style,growth,,,,
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,equities_style_value,equities,style,value,,,,
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,equities_style_quality,equities,style,quality,,,,
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,fixed_income_overall,fixed_income,overall,overall,,,,
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,fixed_income_credit_quality_investment_grade,fixed_income,credit_quality,investment_grade,,,,
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,fixed_income_credit_quality_high_yield,fixed_income,credit_quality,high_yield,,,,
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,fixed_income_duration,fixed_income,duration,overall,,,,
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,fixed_income_segment_government_bonds,fixed_income,segment,government_bonds,,,,
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,fixed_income_segment_corporate_bonds,fixed_income,segment,corporate_bonds,,,,
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,fixed_income_segment_em_debt,fixed_income,segment,em_debt,,,,
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,fixed_income_segment_inflation_linked,fixed_income,segment,inflation_linked,,,,
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,currencies_overall,currencies,overall,overall,,,,
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,currencies_usd,currencies,currency,usd,,,,
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,currencies_eur,currencies,currency,eur,,,,
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,currencies_jpy,currencies,currency,jpy,,,,
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,currencies_em_fx,currencies,currency,em_fx,,,,
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,commodities_overall,commodities,overall,overall,,,,
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,commodities_gold,commodities,commodity,gold,,,,
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,commodities_oil,commodities,commodity,oil,,,,
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,commodities_industrial_metals,commodities,commodity,industrial_metals,,,,
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,themes_ai,themes,theme,ai,negative,1,The financial sphere still faces the risk of an AI bubble bursting.,Oddo explicitly treats AI exuberance as a market weak point.
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,themes_healthcare,themes,theme,healthcare,,,,
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,themes_energy_transition,themes,theme,energy_transition,,,,
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,themes_geopolitical_risk,themes,theme,geopolitical_risk,negative,1,"Multiple geopolitical tensions could weigh on market sentiment. Europe faces triple pressure—from the United States, Russia, and China.",Geopolitical pressure is a direct downside factor for Europe and markets.
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,themes_defense_sovereignty,themes,theme,defense_sovereignty,positive,2,"After a year of announcements and preparations, the infrastructure and defense investment plan should take shape.",Infrastructure and defense are among the few explicit positive structural themes in the note.
Oddo BHF AM,G1 Direct peers,Oddo BHF - outlook 2026.pdf,themes_other,themes,theme,other,,,,
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,equities_overall,equities,overall,overall,mixed,unpaginated,"En 2026, les marchés devront encore arbitrer entre promesses de croissance, fragilités persistantes et nécessité d’une gestion sélective.",Candriam is constructive but explicitly selective rather than broad-beta bullish.
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,equities_geography_us,equities,geography,us,,,,
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,equities_geography_europe,equities,geography,europe,positive,unpaginated,"Le plan ReArm Europe, la relance budgétaire allemande et l’assouplissement monétaire créeront un policy mix encore plus favorable en 2026.","Europe is supported by fiscal expansion, easier policy, and rearmament."
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,equities_geography_japan,equities,geography,japan,,,,
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,equities_geography_em,equities,geography,em,,,,
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,equities_geography_china,equities,geography,china,mixed,unpaginated,"Pékin s’est imposée dans la bataille commerciale, mais la Chine peine encore à sortir de la déflation. Ses marchés ont rebondi, tirés par les valeurs technologiques et les soutiens publics.","China benefits from tech and policy support, but internal fragility remains."
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,equities_size_large_cap,equities,size,large_cap,,,,
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,equities_size_small_cap,equities,size,small_cap,,,,
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,equities_style_growth,equities,style,growth,,,,
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,equities_style_value,equities,style,value,,,,
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,equities_style_quality,equities,style,quality,,,,
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,fixed_income_overall,fixed_income,overall,overall,mixed,unpaginated,"La sélectivité demeure essentielle tant sur le marché du crédit public que sur le privé. Le segment du crédit privé pourrait se confronter à ses limites: moindre transparence, liquidité réduite et affaiblissement des protections contractuelles.",Candriam favors credit opportunity only with clear selectivity and stress-testing.
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,fixed_income_credit_quality_investment_grade,fixed_income,credit_quality,investment_grade,,,,
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,fixed_income_credit_quality_high_yield,fixed_income,credit_quality,high_yield,,,,
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,fixed_income_duration,fixed_income,duration,overall,,,,
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,fixed_income_segment_government_bonds,fixed_income,segment,government_bonds,,,,
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,fixed_income_segment_corporate_bonds,fixed_income,segment,corporate_bonds,,,,
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,fixed_income_segment_em_debt,fixed_income,segment,em_debt,,,,
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,fixed_income_segment_inflation_linked,fixed_income,segment,inflation_linked,,,,
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,currencies_overall,currencies,overall,overall,,,,
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,currencies_usd,currencies,currency,usd,,,,
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,currencies_eur,currencies,currency,eur,,,,
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,currencies_jpy,currencies,currency,jpy,,,,
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,currencies_em_fx,currencies,currency,em_fx,,,,
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,commodities_overall,commodities,overall,overall,,,,
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,commodities_gold,commodities,commodity,gold,mixed,unpaginated,"L’or, longtemps perçu comme une protection, s’apparente désormais davantage à un actif spéculatif.",Gold is no longer treated as a clean hedge.
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,commodities_oil,commodities,commodity,oil,,,,
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,commodities_industrial_metals,commodities,commodity,industrial_metals,,,,
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,themes_ai,themes,theme,ai,mixed,unpaginated,"L’ère de l’intelligence artificielle: entre révolution et illusion. Une nouvelle révolution industrielle est en marche, mais les valorisations interrogent et l’euphorie actuelle n’est pas sans rappeler la bulle des années 2000.","AI is transformative, but Candriam is explicit about valuation sensitivity and bubble risk."
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,themes_healthcare,themes,theme,healthcare,positive,unpaginated,"Le secteur de la santé sera l’un des grands bénéficiaires de cette transformation. Avec des valorisations raisonnables et un regain d’activité en fusions-acquisitions, la santé pourrait redevenir un pilier de performance à long terme.",Healthcare is one of Candriam’s clearest preferred themes.
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,themes_energy_transition,themes,theme,energy_transition,positive,unpaginated,"L’essor de l’IA s’accompagne d’un défi énergétique colossal. Répondre à cette demande impose d’accélérer la transition énergétique: sans énergie verte et abondante, pas de révolution durable.",Energy transition is explicitly linked to enabling AI at scale.
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,themes_geopolitical_risk,themes,theme,geopolitical_risk,,,,
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,themes_defense_sovereignty,themes,theme,defense_sovereignty,positive,unpaginated,Les chaînes de valeur se redessinent au nom de la sécurité et de la souveraineté. Le plan ReArm Europe et la recomposition des alliances créent un nouveau cadre d’investissement.,"Security, sovereignty, and rearmament are treated as durable structural themes."
Candriam,G1 Direct peers,Candriam - outlook 2026.docx,themes_other,themes,theme,other,positive,unpaginated,"L’intégration de tendances structurelles — intelligence artificielle, santé, transition énergétique, investissement à impact — renforce la robustesse des portefeuilles.",Impact and resilience are explicit portfolio-building themes beyond the base grid.
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,equities_overall,equities,overall,overall,,,,
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,equities_geography_us,equities,geography,us,overweight,16,"United States: We are overweight. Strong corporate earnings, driven in part by the AI theme, are supported by a favorable macro backdrop and continued Federal Reserve easing.",BlackRock remains explicitly overweight U.S. equities.
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,equities_geography_europe,equities,geography,europe,neutral,16,"Europe: We stay selective, favoring financials, utilities and healthcare. We are neutral.","Europe is investable, but not a broad overweight."
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,equities_geography_japan,equities,geography,japan,overweight,15-16,Japanese stocks are one of our preferred tactical and strategic exposures. We are overweight.,Japan is one of BlackRock’s clearest preferred international equity markets.
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,equities_geography_em,equities,geography,em,overweight,15-16,"Within equities, we favor EM over DM yet get selective in both. We see opportunities across EM linked to AI and the energy transition.",EM is explicitly preferred over developed markets.
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,equities_geography_china,equities,geography,china,neutral,16,"China: We are neutral. Trade relations with the U.S. have steadied, but property stress and an aging population still constrain the macro outlook. We still favor China tech within our neutral view.","China is not a full positive call, but BlackRock still supports China tech within a neutral country stance."
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,equities_size_large_cap,equities,size,large_cap,,,,
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,equities_size_small_cap,equities,size,small_cap,,,,
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,equities_style_growth,equities,style,growth,,,,
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,equities_style_value,equities,style,value,,,,
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,equities_style_quality,equities,style,quality,,,,
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,fixed_income_overall,fixed_income,overall,overall,,,,
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,fixed_income_credit_quality_investment_grade,fixed_income,credit_quality,investment_grade,,,,
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,fixed_income_credit_quality_high_yield,fixed_income,credit_quality,high_yield,,,,
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,fixed_income_duration,fixed_income,duration,overall,short,7,We turn underweight long-term Treasuries.,BlackRock remains cautious on long-duration U.S. sovereign exposure.
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,fixed_income_segment_government_bonds,fixed_income,segment,government_bonds,,,,
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,fixed_income_segment_corporate_bonds,fixed_income,segment,corporate_bonds,,,,
